Tweet,Reply
      I believe either way Raila still has t… ,       Choose Mudavadi as your DP central will bolt out.Choose Central DP Where will Mudavadi be?Either way Baba wins.
"Give your laundromat online visibility by simply signing up with Hobyclean, an E-commerce laundry platform. 👉… ", Open your business to new customers
Are you still puzzled about choosing the best laundry service provider in your area? Download the Hobyclean app 👉… , Revolutionary technology in the laundry industry
Watu hukubeba ufala kwa hii maisha ni your relatives.Hao hua ni sumu avoid them.,Very ungrateful humans😡😡
Help us vote for our company.Link iko happy. ,*hapo
Help us vote for our company.Link iko happy. ,
   Why should it manage my account?What are the benefits?Not my thing thanks anyway.,"   i should have tapped it my mistake, am not part of that, i just hate that the message keeps on appearing in my inbox"
  Ameekwa man on haezi bonga.,  Bana
  😂😂chaos tu ndio unataka,  Katambe😂
    Na jaluo wa nadhani Nairobi ni siaya🤣,    which part do you dispute? just state your facts and stop being diversionary
  Wewe unasema nini ebu punguza bangi ati baringo ni what?,  Baringo ni battle ground.
  Wewe unasema nini ebu punguza bangi ati baringo ni what?,   He's right you know 😂
 Mwengine anasema baringo ni swing lakini Hawa watu ni maombi tu wanataka, 😝😂
     Sema bila kulia Sasa,     Kass TV pekee ndo inaonyeshanga functions za kalenjin party
"Folks, it is a great thing tat the credibility of economic data is being questioned now. That stated, if I had to d… ","So, the questions being posed to  have to be answered. What we shouldn't conclude is that the  necessarily has the better estimate. Let the facts speak"
"Folks, if these private hospitals wished to reject the NHIF, then they ought to do that promptly. How many of them… ", Will the public hospitals manage the health needs of the public? Remember those who seek services in these hospitals are comfortable with them or can top up what nhif is paying. Let's not throw stones at private hospitals. Remember they also employ thousands of citizens
"To the extent  pays the highest bills for healthcare Kenya, using citizens' cash, reforming healthcare th… ","  The NHIF act provides for acquisition of healthcare equipment by NHIF, wondering why they have not embraced this option, the fund can comfortably fund such large CAPEX items in public hospitals &amp; possibly reduce what they pay to private hospitals, Thoughts?"
Calling sports rigging by its name. 👇🏽, This is honesty more so when it comes from a champion's mouth!
"So, folks, I will be circumspect because this declamation of  by private hospitals is interesting as it c… ",  This isn't price reform. It is (in economics) price control. And price controls are known to cause shortages/surpluses.
"Going back to India, this article that is cited confirms that dialysis care is delicate and patients suffer a lot.… ", Here you are assuming that Healthcare in India is a free market. This isn't the case even in the US and Hong-Kong.
"Folks, it is evident contention between private hospitals and  on the costs of renal treatment is about m… ",  Kindly watch and support the professional accountants!
Calling sports rigging by its name. 👇🏽, 😂😂😂😂
"Folks, it is evident contention between private hospitals and  on the costs of renal treatment is about m… ","  A range rover in UK retails at 5 million kenya shillings, the same range rover will cost 9-10 million! According to you, the car sellers are exorbitant! 😂😂😂😂"
"Folks, it is evident contention between private hospitals and  on the costs of renal treatment is about m… ",  NHIF is a cash cow for private hospitals &amp; Doctors who charge exorbitantly. Some hospitals choose the policy segments of public they admit which is discriminatory in nature. If a hospital enters agreement it should be duty bound to attend all NHIF members despite their status.
The numbers show that renal treatment (dialysis) in India in 2009 was in the range of Rupees 750-1600 per session.… ,  It's time a discussion guided by facts and honesty was done on this matter. As a renal patient all I ask for is quality dialysis from whatever delivery point. I'm equally alive to the fact that here health is a pure business and that's where problems start.
"Folks, it is evident contention between private hospitals and  on the costs of renal treatment is about m… ","  I listened to Dr. Olweny (SG of Kenya Ass. of Private Hospitals) on  yesterday morning saying minimum they can do is Shs 8,000"
I think that  should release data on the claims by hospitals as a matter of transparency and confirm whet… ,  The main source of disagreement is in the payments due to private hospitals which only comes after greasing the palms of  officials which now brings in the ugly side of the private hospitals who inflate bills in oder to get the extra funds for the bribe.
  That would be an extreme position and probably harmful to the insured. The huge fraud in… ,  Noted. I have an issue with private hospitals &amp; doctors' clinics since they exploit the medical insurance cover. Some private doctors' clinics have different consultation fees depending on the medical insurance firm. My dream is for Kenya to have NHS like in the UK.
  Just read this article;,  👍🏾
    So what is stopping you sir from educating the public on what you… ,     I really wish the good Doctor would present facts and figures . Kwame is doing so . Facts and figures over gut feelings
I think that  should release data on the claims by hospitals as a matter of transparency and confirm whet… ,"  Would you have a problem if the gov't took a policy decision that NHIF cards can only be used in public hospitals? I ask this because, private hospitals conduct unnecessary tests on patients who have medical insurance."
"Renal treatment is a lucrative area of business and the economics of service provision would generate greater ""cons… ",  You are assuming that there are no significant barriers to entry for complex medical procedures. It may (not) be a free market due to enormous bureaucratic or oligarchical barriers.
"Renal treatment is a lucrative area of business and the economics of service provision would generate greater ""cons… ",  Corrupt NHIF cartels working with private hospitals to rip off the fund by charging exorbitant rates for standard procedures. Board of NHIF says we shall pay standard fees for standard procedure. Private hospitals angry at losing their gravy train. That's the summary!
"Renal treatment is a lucrative area of business and the economics of service provision would generate greater ""cons… ","To the extent  pays the highest bills for healthcare Kenya, using citizens' cash, reforming healthcare through ""bending the cost curve"" cannot happen without it. I won't trash  for trying though we know its internal skeletons and questionable integrity.  11/11"
"Renal treatment is a lucrative area of business and the economics of service provision would generate greater ""cons… ","  Kwame leo sijaelewa kitu unasema, hope am not becoming stupid"
I haven't found an article that provides comparative costs of renal dialysis in Kenya so it's difficult to ascertai… ,   Thought if you deducted say 40% of
I think that  should release data on the claims by hospitals as a matter of transparency and confirm whet… ,"Renal treatment is a lucrative area of business and the economics of service provision would generate greater ""consumer surplus"" if the  managed its costs for all treatments more keenly and reduced fraud. 10/N"
"Folks, it is evident contention between private hospitals and  on the costs of renal treatment is about m… ",  Very interesting thread
"So, folks, I will be circumspect because this declamation of  by private hospitals is interesting as it c… ",I think that  should release data on the claims by hospitals as a matter of transparency and confirm whether its payment policy is adhered to and whether consistent audits are conducted.  9/N
It seems that  fight with the professionals and establishments that provide medical care should go beyond… ,"So, folks, I will be circumspect because this declamation of  by private hospitals is interesting as it came from the former's attempts to reform pricing and tighten claims that may be fraudulent. 8/N"
"Going back to India, this article that is cited confirms that dialysis care is delicate and patients suffer a lot.… ","It seems that  fight with the professionals and establishments that provide medical care should go beyond costs of services (good for insured), to resolve the serious fraud and collusion between the medical establishments and some staff at the NHIF. 7/N"
I haven't found an article that provides comparative costs of renal dialysis in Kenya so it's difficult to ascertai… ,"  To solve these tug of arguments, the GoK should properly equipe public hospitals for the public to have faith in them. After that, the GoK should order the private hospitals to employ their own doctors inorder to be licenced to operate. This should be a food for thoughts for"
"Given the dearth of information, it is not clear to me that the  is being unreasonable and trying to use… ","Going back to India, this article that is cited confirms that dialysis care is delicate and patients suffer a lot. The economics in India is conditioned by the fact that there are many more specialists and facilities i.e competitive pressure on care providers. 6/N"
The numbers show that renal treatment (dialysis) in India in 2009 was in the range of Rupees 750-1600 per session.… ,"Given the dearth of information, it is not clear to me that the  is being unreasonable and trying to use its buying power to unfairly drive costs down. 5/N"
So I did the second best thing and searched for studies that have assessed the comparative costs of renal treatment… ,The numbers show that renal treatment (dialysis) in India in 2009 was in the range of Rupees 750-1600 per session. Those numbers are old but they are nearly 1/8th of what  is proposing and the private hospitals will not accept. 4/N 
"Folks, it is evident contention between private hospitals and  on the costs of renal treatment is about m… ","  (Interesting. There was an attempt to cap dialysis costs by California about two years ago; indicates some inordinate ""demand."" Dialysis centers are also some of the most lucrative care centers.)"
I haven't found an article that provides comparative costs of renal dialysis in Kenya so it's difficult to ascertai… ,So I did the second best thing and searched for studies that have assessed the comparative costs of renal treatment and the leading articles led me to India. What you see below is an excellent article on the economics of renal treatment in India. 
"Folks, it is evident contention between private hospitals and  on the costs of renal treatment is about m… ",I haven't found an article that provides comparative costs of renal dialysis in Kenya so it's difficult to ascertain that the costs being suggested by  are as unrealistic as is being suggested.   2/N
"Folks, if these private hospitals wished to reject the NHIF, then they ought to do that promptly. How many of them… "," Many, especially the newer ones in lower income neighbourhoods/  rural towns. Is that bad? Due to NHIF CT scans and MRIs became viable businesses for rural private and faith based hospitals. Just 10yrs ago if you were in Nanyuki you had to travel to Nairobi to access CT or MRI."
"Folks, when the history of the Jubillee Administration's season in written in a book, I will offer to write one of… "," As Kenyas president, I will reform education to end at 17 years, by which time, you have served the military, and you have a skill from polytechnic. Then, at 18 years, you can go for degree, work. #VoteNigroBlak #Hatua500 #500StepsToFirstWorldIn10Years  "
"Folks, if these private hospitals wished to reject the NHIF, then they ought to do that promptly. How many of them… ",  The better hence pump the money to public institutions to improve their services.
"Folks, if these private hospitals wished to reject the NHIF, then they ought to do that promptly. How many of them… ", The worst nightmare of the private hospitals is a working public healthcare system. and they will do anything to sabotage it. NHIF must standardise rates across all healthcare providers. They shape up or shape out.
"Folks, if these private hospitals wished to reject the NHIF, then they ought to do that promptly. How many of them… ",  More than 60% of them will close without NHIF profits
"Folks, if these private hospitals wished to reject the NHIF, then they ought to do that promptly. How many of them… ", If none of the politians is actively fighting this nonesense and I mean actively (not just talking). Then just know they don't care about you and your wellbeing aside from your vote.
